text,author,tags,header
"“Remember, if the time should come when you have to make a choice between what is right and what is easy, remember what happened to a boy who was good, and kind, and brave, because he strayed across the path of Lord Voldemort. Remember Cedric Diggory.”",J.K. Rowling,integrity,"{b'Content-Length': [b'11012'], b'Date': [b'Sun, 10 Sep 2023 12:29:46 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“I declare after all there is no enjoyment like reading! How much sooner one tires of any thing than of a book! -- When I have a house of my own, I shall be miserable if I have not an excellent library.”",Jane Austen,"books,library,reading","{b'Content-Length': [b'11012'], b'Date': [b'Sun, 10 Sep 2023 12:29:46 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“There are few people whom I really love, and still fewer of whom I think well. The more I see of the world, the more am I dissatisfied with it; and every day confirms my belief of the inconsistency of all human characters, and of the little dependence that can be placed on the appearance of merit or sense.”",Jane Austen,"elizabeth-bennet,jane-austen","{b'Content-Length': [b'11012'], b'Date': [b'Sun, 10 Sep 2023 12:29:46 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“Some day you will be old enough to start reading fairy tales again.”,C.S. Lewis,"age,fairytales,growing-up","{b'Content-Length': [b'11012'], b'Date': [b'Sun, 10 Sep 2023 12:29:46 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“We are not necessarily doubting that God will do the best for us; we are wondering how painful the best will turn out to be.”,C.S. Lewis,god,"{b'Content-Length': [b'11012'], b'Date': [b'Sun, 10 Sep 2023 12:29:46 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“The fear of death follows from the fear of life. A man who lives fully is prepared to die at any time.”,Mark Twain,"death,life","{b'Content-Length': [b'11012'], b'Date': [b'Sun, 10 Sep 2023 12:29:46 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“A lie can travel half way around the world while the truth is putting on its shoes.”,Mark Twain,"misattributed-mark-twain,truth","{b'Content-Length': [b'11012'], b'Date': [b'Sun, 10 Sep 2023 12:29:46 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“I believe in Christianity as I believe that the sun has risen: not only because I see it, but because by it I see everything else.”",C.S. Lewis,"christianity,faith,religion,sun","{b'Content-Length': [b'11012'], b'Date': [b'Sun, 10 Sep 2023 12:29:46 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“The truth."" Dumbledore sighed. ""It is a beautiful and terrible thing, and should therefore be treated with great caution.”",J.K. Rowling,truth,"{b'Content-Length': [b'9933'], b'Date': [b'Sun, 10 Sep 2023 12:29:59 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“I'm the one that's got to die when it's time for me to die, so let me live my life the way I want to.”",Jimi Hendrix,"death,life","{b'Content-Length': [b'9933'], b'Date': [b'Sun, 10 Sep 2023 12:29:59 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“To die will be an awfully big adventure.”,J.M. Barrie,"adventure,love","{b'Content-Length': [b'9933'], b'Date': [b'Sun, 10 Sep 2023 12:29:59 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“It takes courage to grow up and become who you really are.”,E.E. Cummings,courage,"{b'Content-Length': [b'9933'], b'Date': [b'Sun, 10 Sep 2023 12:29:59 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“But better to get hurt by the truth than comforted with a lie.”,Khaled Hosseini,life,"{b'Content-Length': [b'9933'], b'Date': [b'Sun, 10 Sep 2023 12:29:59 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“You never really understand a person until you consider things from his point of view... Until you climb inside of his skin and walk around in it.”,Harper Lee,better-life-empathy,"{b'Content-Length': [b'9933'], b'Date': [b'Sun, 10 Sep 2023 12:29:59 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.”",Madeleine L'Engle,"books,children,difficult,grown-ups,write,writers,writing","{b'Content-Length': [b'9933'], b'Date': [b'Sun, 10 Sep 2023 12:29:59 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“Never tell the truth to people who are not worthy of it.”,Mark Twain,truth,"{b'Content-Length': [b'9933'], b'Date': [b'Sun, 10 Sep 2023 12:29:59 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“A person's a person, no matter how small.”",Dr. Seuss,inspirational,"{b'Content-Length': [b'9933'], b'Date': [b'Sun, 10 Sep 2023 12:29:59 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“... a mind needs books as a sword needs a whetstone, if it is to keep its edge.”",George R.R. Martin,"books,mind","{b'Content-Length': [b'9933'], b'Date': [b'Sun, 10 Sep 2023 12:29:59 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
